Region/Country/Area,Year,Population aged 0 to 14 years old (percentage),Population aged 60+ years old (percentage),Population density,Population mid-year estimates (millions),Population mid-year estimates for females (millions),Population mid-year estimates for males (millions),Sex ratio (males per 100 females),surface_area_km2,Latitude,Longitude
Moldova,2010,18,15.1,111.9,3.68,1.93,1.75,90.5,32930,,
Moldova,2010,18,15.1,111.9,3.68,1.93,1.75,90.5,32920,,
Moldova,2010,18,15.1,111.9,3.68,1.93,1.75,90.5,32910,,
Moldova,2010,18,15.1,111.9,3.68,1.93,1.75,90.5,32900,,
Moldova,2010,18,15.1,111.9,3.68,1.93,1.75,90.5,32880,,
Moldova,2010,18,15.1,111.9,3.68,1.93,1.75,90.5,32890,,
Moldova,2010,18,15.1,111.9,3.68,1.93,1.75,90.5,32850,,
Moldova,2010,18,15.1,111.9,3.68,1.93,1.75,90.5,32860,,
Moldova,2010,18,15.1,111.9,3.68,1.93,1.75,90.5,32885.3,,
Moldova,2010,18,15.1,111.9,3.68,1.93,1.75,90.5,32885.9,,
Moldova,2010,18,15.1,111.9,3.68,1.93,1.75,90.5,32884.6,,
Moldova,2010,18,15.1,111.9,3.68,1.93,1.75,90.5,32970,,
Moldova,2015,18.2,17.7,99.7,3.28,1.72,1.56,90.7,32870,,
Moldova,2015,18.2,17.7,99.7,3.28,1.72,1.56,90.7,32950,,
Moldova,2015,18.2,17.7,99.7,3.28,1.72,1.56,90.7,32940,,
Moldova,2015,18.2,17.7,99.7,3.28,1.72,1.56,90.7,32930,,
Moldova,2015,18.2,17.7,99.7,3.28,1.72,1.56,90.7,32920,,
Moldova,2015,18.2,17.7,99.7,3.28,1.72,1.56,90.7,32910,,
Moldova,2015,18.2,17.7,99.7,3.28,1.72,1.56,90.7,32900,,
Moldova,2015,18.2,17.7,99.7,3.28,1.72,1.56,90.7,32880,,
Moldova,2015,18.2,17.7,99.7,3.28,1.72,1.56,90.7,32890,,
Moldova,2015,18.2,17.7,99.7,3.28,1.72,1.56,90.7,32850,,
Moldova,2015,18.2,17.7,99.7,3.28,1.72,1.56,90.7,32860,,
Moldova,2015,18.2,17.7,99.7,3.28,1.72,1.56,90.7,32885.3,,
Moldova,2015,18.2,17.7,99.7,3.28,1.72,1.56,90.7,32885.9,,
Moldova,2015,18.2,17.7,99.7,3.28,1.72,1.56,90.7,32884.6,,
Moldova,2015,18.2,17.7,99.7,3.28,1.72,1.56,90.7,32970,,
Moldova,2021,19.8,20.5,93.1,3.06,1.61,1.45,90.4,32870,,
Moldova,2021,19.8,20.5,93.1,3.06,1.61,1.45,90.4,32950,,
Moldova,2021,19.8,20.5,93.1,3.06,1.61,1.45,90.4,32940,,
Moldova,2021,19.8,20.5,93.1,3.06,1.61,1.45,90.4,32930,,
Moldova,2021,19.8,20.5,93.1,3.06,1.61,1.45,90.4,32920,,
Moldova,2021,19.8,20.5,93.1,3.06,1.61,1.45,90.4,32910,,
Moldova,2021,19.8,20.5,93.1,3.06,1.61,1.45,90.4,32900,,
Moldova,2021,19.8,20.5,93.1,3.06,1.61,1.45,90.4,32880,,
Moldova,2021,19.8,20.5,93.1,3.06,1.61,1.45,90.4,32890,,
Moldova,2021,19.8,20.5,93.1,3.06,1.61,1.45,90.4,32850,,
Moldova,2021,19.8,20.5,93.1,3.06,1.61,1.45,90.4,32860,,
Moldova,2021,19.8,20.5,93.1,3.06,1.61,1.45,90.4,32885.3,,
Moldova,2021,19.8,20.5,93.1,3.06,1.61,1.45,90.4,32885.9,,
Moldova,2021,19.8,20.5,93.1,3.06,1.61,1.45,90.4,32884.6,,
Moldova,2021,19.8,20.5,93.1,3.06,1.61,1.45,90.4,32970,,
Moldova,2022,19.3,19.4,99.5,3.27,1.71,1.56,90.9,32870,,
Moldova,2022,19.3,19.4,99.5,3.27,1.71,1.56,90.9,32950,,
Moldova,2022,19.3,19.4,99.5,3.27,1.71,1.56,90.9,32940,,
Moldova,2022,19.3,19.4,99.5,3.27,1.71,1.56,90.9,32930,,
Moldova,2022,19.3,19.4,99.5,3.27,1.71,1.56,90.9,32920,,
Moldova,2022,19.3,19.4,99.5,3.27,1.71,1.56,90.9,32910,,
Moldova,2022,19.3,19.4,99.5,3.27,1.71,1.56,90.9,32900,,
Moldova,2022,19.3,19.4,99.5,3.27,1.71,1.56,90.9,32880,,
Moldova,2022,19.3,19.4,99.5,3.27,1.71,1.56,90.9,32890,,
Moldova,2022,19.3,19.4,99.5,3.27,1.71,1.56,90.9,32850,,
Moldova,2022,19.3,19.4,99.5,3.27,1.71,1.56,90.9,32860,,
Moldova,2022,19.3,19.4,99.5,3.27,1.71,1.56,90.9,32885.3,,
Moldova,2022,19.3,19.4,99.5,3.27,1.71,1.56,90.9,32885.9,,
Moldova,2022,19.3,19.4,99.5,3.27,1.71,1.56,90.9,32884.6,,
Moldova,2022,19.3,19.4,99.5,3.27,1.71,1.56,90.9,32970,,
Romania,2010,15.8,21.3,88.4,20.34,10.49,9.85,93.9,230340,46,25
Romania,2010,15.8,21.3,88.4,20.34,10.49,9.85,93.9,229350,46,25
Romania,2010,15.8,21.3,88.4,20.34,10.49,9.85,93.9,229460,46,25
Romania,2010,15.8,21.3,88.4,20.34,10.49,9.85,93.9,229510,46,25
Romania,2010,15.8,21.3,88.4,20.34,10.49,9.85,93.9,229490,46,25
Romania,2010,15.8,21.3,88.4,20.34,10.49,9.85,93.9,229520,46,25
Romania,2010,15.8,21.3,88.4,20.34,10.49,9.85,93.9,229530,46,25
Romania,2010,15.8,21.3,88.4,20.34,10.49,9.85,93.9,229590,46,25
Romania,2010,15.8,21.3,88.4,20.34,10.49,9.85,93.9,229600,46,25
Romania,2010,15.8,21.3,88.4,20.34,10.49,9.85,93.9,229710,46,25
Romania,2010,15.8,21.3,88.4,20.34,10.49,9.85,93.9,229870,46,25
Romania,2010,15.8,21.3,88.4,20.34,10.49,9.85,93.9,229950,46,25
Romania,2010,15.8,21.3,88.4,20.34,10.49,9.85,93.9,230000,46,25
Romania,2010,15.8,21.3,88.4,20.34,10.49,9.85,93.9,229980,46,25
Romania,2010,15.8,21.3,88.4,20.34,10.49,9.85,93.9,229890,46,25
Romania,2010,15.8,21.3,88.4,20.34,10.49,9.85,93.9,229900,46,25
Romania,2010,15.8,21.3,88.4,20.34,10.49,9.85,93.9,230060,46,25
Romania,2010,15.8,21.3,88.4,20.34,10.49,9.85,93.9,230050,46,25
Romania,2010,15.8,21.3,88.4,20.34,10.49,9.85,93.9,230170,46,25
Romania,2010,15.8,21.3,88.4,20.34,10.49,9.85,93.9,230020,46,25
Romania,2010,15.8,21.3,88.4,20.34,10.49,9.85,93.9,230030,46,25
Romania,2010,15.8,21.3,88.4,20.34,10.49,9.85,93.9,230080,46,25
Romania,2015,15.7,23.5,86.5,19.91,10.27,9.64,93.9,230340,46,25
Romania,2015,15.7,23.5,86.5,19.91,10.27,9.64,93.9,229350,46,25
Romania,2015,15.7,23.5,86.5,19.91,10.27,9.64,93.9,229460,46,25
Romania,2015,15.7,23.5,86.5,19.91,10.27,9.64,93.9,229510,46,25
Romania,2015,15.7,23.5,86.5,19.91,10.27,9.64,93.9,229490,46,25
Romania,2015,15.7,23.5,86.5,19.91,10.27,9.64,93.9,229520,46,25
Romania,2015,15.7,23.5,86.5,19.91,10.27,9.64,93.9,229530,46,25
Romania,2015,15.7,23.5,86.5,19.91,10.27,9.64,93.9,229590,46,25
Romania,2015,15.7,23.5,86.5,19.91,10.27,9.64,93.9,229600,46,25
Romania,2015,15.7,23.5,86.5,19.91,10.27,9.64,93.9,229710,46,25
Romania,2015,15.7,23.5,86.5,19.91,10.27,9.64,93.9,229870,46,25
Romania,2015,15.7,23.5,86.5,19.91,10.27,9.64,93.9,229950,46,25
Romania,2015,15.7,23.5,86.5,19.91,10.27,9.64,93.9,230000,46,25
Romania,2015,15.7,23.5,86.5,19.91,10.27,9.64,93.9,229980,46,25
Romania,2015,15.7,23.5,86.5,19.91,10.27,9.64,93.9,229890,46,25
Romania,2015,15.7,23.5,86.5,19.91,10.27,9.64,93.9,229900,46,25
Romania,2015,15.7,23.5,86.5,19.91,10.27,9.64,93.9,230060,46,25
Romania,2015,15.7,23.5,86.5,19.91,10.27,9.64,93.9,230050,46,25
Romania,2015,15.7,23.5,86.5,19.91,10.27,9.64,93.9,230170,46,25
Romania,2015,15.7,23.5,86.5,19.91,10.27,9.64,93.9,230020,46,25
Romania,2015,15.7,23.5,86.5,19.91,10.27,9.64,93.9,230030,46,25
Romania,2015,15.7,23.5,86.5,19.91,10.27,9.64,93.9,230080,46,25
Romania,2021,16,25.2,84,19.33,9.98,9.35,93.6,230340,46,25
Romania,2021,16,25.2,84,19.33,9.98,9.35,93.6,229350,46,25
Romania,2021,16,25.2,84,19.33,9.98,9.35,93.6,229460,46,25
Romania,2021,16,25.2,84,19.33,9.98,9.35,93.6,229510,46,25
Romania,2021,16,25.2,84,19.33,9.98,9.35,93.6,229490,46,25
Romania,2021,16,25.2,84,19.33,9.98,9.35,93.6,229520,46,25
Romania,2021,16,25.2,84,19.33,9.98,9.35,93.6,229530,46,25
Romania,2021,16,25.2,84,19.33,9.98,9.35,93.6,229590,46,25
Romania,2021,16,25.2,84,19.33,9.98,9.35,93.6,229600,46,25
Romania,2021,16,25.2,84,19.33,9.98,9.35,93.6,229710,46,25
Romania,2021,16,25.2,84,19.33,9.98,9.35,93.6,229870,46,25
Romania,2021,16,25.2,84,19.33,9.98,9.35,93.6,229950,46,25
Romania,2021,16,25.2,84,19.33,9.98,9.35,93.6,230000,46,25
Romania,2021,16,25.2,84,19.33,9.98,9.35,93.6,229980,46,25
Romania,2021,16,25.2,84,19.33,9.98,9.35,93.6,229890,46,25
Romania,2021,16,25.2,84,19.33,9.98,9.35,93.6,229900,46,25
Romania,2021,16,25.2,84,19.33,9.98,9.35,93.6,230060,46,25
Romania,2021,16,25.2,84,19.33,9.98,9.35,93.6,230050,46,25
Romania,2021,16,25.2,84,19.33,9.98,9.35,93.6,230170,46,25
Romania,2021,16,25.2,84,19.33,9.98,9.35,93.6,230020,46,25
Romania,2021,16,25.2,84,19.33,9.98,9.35,93.6,230030,46,25
Romania,2021,16,25.2,84,19.33,9.98,9.35,93.6,230080,46,25
Romania,2022,15.9,24.5,85.4,19.66,10.15,9.51,93.7,230340,46,25
Romania,2022,15.9,24.5,85.4,19.66,10.15,9.51,93.7,229350,46,25
Romania,2022,15.9,24.5,85.4,19.66,10.15,9.51,93.7,229460,46,25
Romania,2022,15.9,24.5,85.4,19.66,10.15,9.51,93.7,229510,46,25
Romania,2022,15.9,24.5,85.4,19.66,10.15,9.51,93.7,229490,46,25
Romania,2022,15.9,24.5,85.4,19.66,10.15,9.51,93.7,229520,46,25
Romania,2022,15.9,24.5,85.4,19.66,10.15,9.51,93.7,229530,46,25
Romania,2022,15.9,24.5,85.4,19.66,10.15,9.51,93.7,229590,46,25
Romania,2022,15.9,24.5,85.4,19.66,10.15,9.51,93.7,229600,46,25
Romania,2022,15.9,24.5,85.4,19.66,10.15,9.51,93.7,229710,46,25
Romania,2022,15.9,24.5,85.4,19.66,10.15,9.51,93.7,229870,46,25
Romania,2022,15.9,24.5,85.4,19.66,10.15,9.51,93.7,229950,46,25
Romania,2022,15.9,24.5,85.4,19.66,10.15,9.51,93.7,230000,46,25
Romania,2022,15.9,24.5,85.4,19.66,10.15,9.51,93.7,229980,46,25
Romania,2022,15.9,24.5,85.4,19.66,10.15,9.51,93.7,229890,46,25
Romania,2022,15.9,24.5,85.4,19.66,10.15,9.51,93.7,229900,46,25
Romania,2022,15.9,24.5,85.4,19.66,10.15,9.51,93.7,230060,46,25
Romania,2022,15.9,24.5,85.4,19.66,10.15,9.51,93.7,230050,46,25
Romania,2022,15.9,24.5,85.4,19.66,10.15,9.51,93.7,230170,46,25
Romania,2022,15.9,24.5,85.4,19.66,10.15,9.51,93.7,230020,46,25
Romania,2022,15.9,24.5,85.4,19.66,10.15,9.51,93.7,230030,46,25
Romania,2022,15.9,24.5,85.4,19.66,10.15,9.51,93.7,230080,46,25
Russian Federation,2010,15.2,18.1,8.7,143.24,77.01,66.23,86,17098242,60,100
Russian Federation,2015,16.9,20,8.8,144.67,77.58,67.09,86.5,17098242,60,100
Russian Federation,2021,17.7,22.6,8.9,145.1,77.71,67.39,86.7,17098242,60,100
Russian Federation,2022,17.7,22.8,8.8,144.71,77.5,67.21,86.7,17098242,60,100
Rwanda,2010,42.2,4.6,425.8,10.31,5.32,4.99,93.8,24670,-2,30
Rwanda,2015,41.2,4.8,480.9,11.64,5.98,5.66,94.7,24670,-2,30
Rwanda,2021,38.9,5.1,556,13.46,6.88,6.58,95.7,24670,-2,30
Rwanda,2022,38.5,5.2,569.1,13.78,7.04,6.74,95.8,24670,-2,30
Reunion,2010,26.4,12.2,356.1,0.89,0.46,0.43,93.5,,-21.1,55.6
Reunion,2015,25,14.8,369,0.92,0.48,0.45,93.5,,-21.1,55.6
Reunion,2021,23.1,18.2,386.5,0.97,0.5,0.47,93.2,,-21.1,55.6
Reunion,2022,22.8,18.8,389.6,0.97,0.5,0.47,93.2,,-21.1,55.6
Saint Barthelemy,2010,16.2,12.6,408.5,0.01,0,0,113.9,,,
Saint Barthelemy,2015,16,13.5,438.3,0.01,0,0.01,113.1,,,
Saint Barthelemy,2022,13.3,16.8,498.5,0.01,0.01,0.01,110.5,,,
Saint Helena,2010,14.3,26.8,13.6,0.01,0,0,107.2,,-15.93,-5.7
Saint Helena,2015,13.6,27.9,14.1,0.01,0,0,112.1,,-15.93,-5.7
Saint Helena,2021,14,35.9,13.9,0.01,0,0,97.9,,-15.93,-5.7
Saint Helena,2022,14.1,38.2,13.8,0.01,0,0,93.4,,-15.93,-5.7
Saint Kitts and Nevis,2010,23.7,10.3,182.3,0.05,0.02,0.02,96.8,350,17.33,-62.75
Saint Kitts and Nevis,2010,23.7,10.3,182.3,0.05,0.02,0.02,96.8,260,17.33,-62.75
Saint Kitts and Nevis,2015,21.4,11.8,183.8,0.05,0.02,0.02,95.6,350,17.33,-62.75
Saint Kitts and Nevis,2015,21.4,11.8,183.8,0.05,0.02,0.02,95.6,260,17.33,-62.75
Saint Kitts and Nevis,2021,19.8,15.6,183.1,0.05,0.02,0.02,93.6,350,17.33,-62.75
Saint Kitts and Nevis,2021,19.8,15.6,183.1,0.05,0.02,0.02,93.6,260,17.33,-62.75
Saint Kitts and Nevis,2022,19.5,16,183.3,0.05,0.02,0.02,93.4,350,17.33,-62.75
Saint Kitts and Nevis,2022,19.5,16,183.3,0.05,0.02,0.02,93.4,260,17.33,-62.75
Saint Lucia,2010,24.1,11.1,277.5,0.17,0.09,0.09,99.4,610,13.88,-61.13
Saint Lucia,2015,20.6,11.9,285.1,0.18,0.09,0.09,99.1,610,13.88,-61.13
Saint Lucia,2021,18.3,13.8,291.6,0.18,0.09,0.09,98,610,13.88,-61.13
Saint Lucia,2022,18,14.2,292,0.18,0.09,0.09,97.8,610,13.88,-61.13
Saint Martin,2010,27.5,8.7,687.9,0.04,0.02,0.02,90.1,,,
Saint Martin,2015,26.3,11.8,660.8,0.04,0.02,0.02,90.7,,,
Saint Martin,2022,21.7,17.7,599.8,0.03,0.02,0.02,90.6,,,
Saint Pierre and Miquelon,2010,17.9,20.2,26.3,0.01,0,0,101.2,,46.83,-56.33
Saint Pierre and Miquelon,2015,17.6,23.1,26,0.01,0,0,98.8,,46.83,-56.33
Saint Pierre and Miquelon,2021,17.2,23.5,25.6,0.01,0,0,99,,46.83,-56.33
Saint Pierre and Miquelon,2022,16.9,23.8,25.5,0.01,0,0,98.9,,46.83,-56.33
Saint Vincent & Grenadines,2010,25.7,11.6,280.3,0.11,0.05,0.06,104.9,,,
Saint Vincent & Grenadines,2015,23.6,13.5,273,0.11,0.05,0.05,105,,,
Saint Vincent & Grenadines,2021,22.1,16,267.5,0.1,0.05,0.05,104.1,,,
Saint Vincent & Grenadines,2022,21.9,16.2,266.5,0.1,0.05,0.05,103.7,,,
Samoa,2010,39,6.8,68.8,0.19,0.09,0.1,105.8,2830,-13.58,-172.33
Samoa,2010,39,6.8,68.8,0.19,0.09,0.1,105.8,2780,-13.58,-172.33
Samoa,2015,38.4,7.2,71.9,0.2,0.1,0.1,104.9,2830,-13.58,-172.33
Samoa,2015,38.4,7.2,71.9,0.2,0.1,0.1,104.9,2780,-13.58,-172.33
Samoa,2021,37.7,8,77.3,0.22,0.11,0.11,104,2830,-13.58,-172.33
Samoa,2021,37.7,8,77.3,0.22,0.11,0.11,104,2780,-13.58,-172.33
Samoa,2022,37.6,8.1,78.6,0.22,0.11,0.11,104,2830,-13.58,-172.33
Samoa,2022,37.6,8.1,78.6,0.22,0.11,0.11,104,2780,-13.58,-172.33
San Marino,2010,15.4,23,518.2,0.03,0.02,0.02,95.9,60,43.77,12.42
San Marino,2015,14.9,24.1,550.3,0.03,0.02,0.02,94.7,60,43.77,12.42
San Marino,2021,13.1,27.1,553.2,0.03,0.02,0.02,94.8,60,43.77,12.42
San Marino,2022,12.7,27.8,551.8,0.03,0.02,0.02,94.8,60,43.77,12.42
Sao Tome and Principe,2010,42.1,5.1,189.7,0.18,0.09,0.09,99.5,960,1,7
Sao Tome and Principe,2015,42.3,5.2,209.5,0.2,0.1,0.1,99.7,960,1,7
Sao Tome and Principe,2021,40,5.8,232.4,0.22,0.11,0.11,99.6,960,1,7
Sao Tome and Principe,2022,39.5,5.9,236.9,0.23,0.11,0.11,99.5,960,1,7
Saudi Arabia,2010,29.5,3.2,13.7,29.41,12.55,16.87,134.4,2149690,25,45
Saudi Arabia,2015,27.5,4.1,15.2,32.75,13.98,18.77,134.3,2149690,25,45
Saudi Arabia,2021,26.2,4.9,16.7,35.95,15.18,20.77,136.8,2149690,25,45
Saudi Arabia,2022,25.9,5.3,16.9,36.41,15.43,20.98,136,2149690,25,45
Senegal,2010,43.2,4.9,65.1,12.53,6.37,6.16,96.7,192530,14,-14
Senegal,2015,43.1,4.8,74.6,14.36,7.31,7.05,96.4,192530,14,-14
Senegal,2021,41.8,4.9,87.7,16.88,8.58,8.3,96.7,192530,14,-14
Senegal,2022,41.5,4.9,89.9,17.32,8.8,8.52,96.8,192530,14,-14
Serbia,2010,14.3,24.5,99.7,7.65,3.97,3.68,92.6,87460,44,21
Serbia,2010,14.3,24.5,99.7,7.65,3.97,3.68,92.6,84090,44,21
Serbia,2015,14.3,26.4,98,7.52,3.91,3.61,92.2,87460,44,21
Serbia,2015,14.3,26.4,98,7.52,3.91,3.61,92.2,84090,44,21
Serbia,2021,14.3,27.2,95.1,7.3,3.8,3.5,92,87460,44,21
Serbia,2021,14.3,27.2,95.1,7.3,3.8,3.5,92,84090,44,21
Serbia,2022,14.4,27.1,94.1,7.22,3.76,3.46,92.1,87460,44,21
Serbia,2022,14.4,27.1,94.1,7.22,3.76,3.46,92.1,84090,44,21
Seychelles,2010,24.3,9.2,202.2,0.09,0.04,0.05,106.4,460,-4.58,55.67
